Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market
2021-10-08 03:37:36.345634560,6265765.0,Rent,Villa,2367.0,Business Bay,,45.0,3.0,2.0,Elevator,West,Needs Renovation,4.95,3.72,3.73,Recession,3.36,,77.0
2021-10-08 08:00:25.922592256,527607.0,Sale,Land,7354.0,Downtown Dubai,,14.0,8.0,,"Parking, Gym, Garden, Elevator",West,Renovated,2.03,5.03,3.54,Growth,2.19,11896224.0,182.0
2021-10-08 12:23:15.499549952,7089404.0,Sale,Apartment,9880.0,Downtown Dubai,4.0,15.0,9.0,,"Elevator, Gym",East,New,1.84,3.76,3.62,Growth,,6595507.0,25.0
2021-10-08 16:46:05.076507648,14377160.0,Sale,Penthouse,9333.0,Downtown Dubai,16.0,22.0,5.0,5.0,"Gym, Parking, Pool",nan,Under Construction,,5.19,3.71,Stable,9.79,8487108.0,297.0
2021-10-08 21:08:54.653465344,10826276.0,Rent,Apartment,12914.0,Palm Jumeirah,,15.0,9.0,3.0,"Garden, Elevator, Gym, Parking, Pool",North,Needs Renovation,3.94,4.22,3.55,Growth,1.07,3639669.0,176.0
2021-10-09 01:31:44.230423040,9907668.0,Sale,Townhouse,13606.0,Downtown Dubai,14.0,44.0,4.0,3.0,Gym,South,Renovated,,5.63,3.72,Growth,8.26,12625665.0,46.0
2021-10-09 05:54:33.807380736,8744704.0,nan,Villa,1191.0,Business Bay,49.0,37.0,,5.0,"Gym, Pool",nan,Renovated,,2.39,3.62,Growth,4.03,,134.0
2021-10-09 10:17:23.384338432,13232262.0,,Apartment,11195.0,Business Bay,14.0,28.0,4.0,4.0,"Garden, Elevator, Pool",North,New,3.99,4.75,3.55,Recession,2.7,2563771.0,224.0
2021-10-09 14:40:12.961296128,5696631.0,Sale,Townhouse,13206.0,Palm Jumeirah,47.0,27.0,5.0,3.0,"Elevator, Pool, Garden, Gym",nan,Under Construction,,2.33,3.91,Growth,9.33,14039620.0,255.0
2021-10-09 19:03:02.538253824,2821615.0,Sale,Penthouse,14864.0,Dubai Marina,37.0,3.0,1.0,2.0,"Parking, Elevator",North,Needs Renovation,,5.1,3.99,Stable,6.44,886606.0,208.0
2021-10-09 23:25:52.115211520,7692107.0,Sale,Land,3234.0,Palm Jumeirah,42.0,42.0,5.0,3.0,"Pool, Garden, Elevator, Gym",West,Under Construction,1.85,3.53,3.72,Stable,6.24,10199963.0,39.0
2021-10-10 03:48:41.692169216,827369.0,nan,Townhouse,3650.0,Business Bay,9.0,45.0,,5.0,Garden,North,Renovated,2.11,3.66,3.77,Recession,4.8,1288939.0,184.0
2021-10-10 08:11:31.269126912,6604762.0,Sale,Apartment,5717.0,Dubai Marina,27.0,21.0,,4.0,"Garden, Gym, Pool, Parking",East,New,1.57,5.57,3.95,Stable,0.61,2180335.0,337.0
2021-10-10 12:34:20.846084608,12113216.0,nan,Townhouse,11155.0,Dubai Marina,34.0,27.0,1.0,2.0,Parking,East,Needs Renovation,2.43,2.14,3.75,,4.07,5884960.0,358.0
2021-10-10 16:57:10.423042304,1739326.0,Sale,Apartment,8578.0,Downtown Dubai,19.0,7.0,,5.0,"Garden, Parking, Pool, Gym",nan,Under Construction,4.79,2.22,3.51,Growth,5.94,14838878.0,5.0
2021-10-10 21:20:00.000000000,3967973.0,,Villa,4547.0,Downtown Dubai,41.0,28.0,9.0,,"Elevator, Garden, Parking",West,Under Construction,1.06,5.76,3.76,Stable,0.93,1457549.0,249.0
2021-10-11 01:42:49.576957696,12239148.0,Rent,Apartment,4102.0,Jumeirah,33.0,28.0,2.0,2.0,"Elevator, Garden, Pool",East,New,4.4,5.24,3.85,Recession,8.35,8179826.0,126.0
2021-10-11 06:05:39.153915392,14738524.0,Rent,Townhouse,7711.0,Downtown Dubai,,31.0,8.0,3.0,"Parking, Garden",North,Needs Renovation,2.64,3.06,3.99,,8.62,13502400.0,299.0
2021-10-11 10:28:28.730873088,10746424.0,,Penthouse,4019.0,Downtown Dubai,21.0,0.0,,4.0,"Gym, Pool, Garden, Elevator",South,Needs Renovation,,4.21,3.8,Recession,,9225134.0,172.0
2021-10-11 14:51:18.307830784,6705113.0,Rent,Townhouse,10761.0,,,0.0,5.0,,Parking,West,Renovated,3.81,5.21,3.83,Recession,4.41,12796948.0,142.0
2021-10-11 19:14:07.884788480,14943430.0,Sale,Townhouse,4105.0,Jumeirah,38.0,24.0,,4.0,"Garden, Gym, Parking, Pool",West,Under Construction,3.09,5.98,3.82,Stable,2.56,12746744.0,63.0
2021-10-11 23:36:57.461746176,13930587.0,Sale,Penthouse,706.0,Downtown Dubai,40.0,42.0,6.0,2.0,"Gym, Garden, Pool, Elevator, Parking",West,Needs Renovation,4.44,4.73,3.6,Growth,4.31,5258451.0,158.0
2021-10-12 03:59:47.038703872,13968419.0,,Apartment,2039.0,,12.0,37.0,1.0,2.0,"Parking, Garden, Pool",North,New,1.75,3.1,3.53,Recession,8.01,11884701.0,7.0
2021-10-12 08:22:36.615661568,7479105.0,Sale,Penthouse,10281.0,Palm Jumeirah,,38.0,,1.0,"Gym, Parking, Elevator, Pool, Garden",South,New,3.84,3.42,3.83,Stable,4.14,12772166.0,272.0
2021-10-12 12:45:26.192619264,5783827.0,Rent,Land,10527.0,Jumeirah,14.0,28.0,,3.0,Parking,East,Renovated,3.09,4.81,3.95,Recession,5.39,10194672.0,29.0
2021-10-12 17:08:15.769576960,6430025.0,nan,Townhouse,5439.0,Dubai Marina,26.0,12.0,7.0,3.0,"Pool, Gym, Elevator, Parking, Garden",South,New,5.0,3.56,3.98,Stable,,535185.0,207.0
2021-10-12 21:31:05.346534656,14450425.0,Rent,Apartment,13312.0,Jumeirah,19.0,33.0,1.0,5.0,"Garden, Pool",nan,New,2.3,4.51,3.54,Growth,3.26,9781456.0,68.0
2021-10-13 01:53:54.923492352,1637685.0,Rent,Villa,13919.0,Palm Jumeirah,45.0,33.0,1.0,4.0,"Parking, Elevator, Gym, Pool",North,Renovated,1.55,3.26,3.99,Stable,6.83,12857013.0,363.0
2021-10-13 06:16:44.500450048,1075151.0,nan,Penthouse,9073.0,Palm Jumeirah,,26.0,8.0,2.0,"Pool, Elevator, Garden",South,Needs Renovation,2.48,5.36,3.97,Stable,7.84,1885850.0,140.0
2021-10-13 10:39:34.077407744,1472976.0,Rent,Penthouse,7939.0,Jumeirah,27.0,38.0,5.0,3.0,"Garden, Gym, Elevator, Parking, Pool",South,Renovated,3.49,4.05,3.99,Stable,4.76,,10.0
2021-10-13 15:02:23.654365440,7933088.0,Rent,Townhouse,3133.0,Downtown Dubai,,6.0,1.0,5.0,"Elevator, Pool",West,New,4.72,3.41,3.58,Recession,9.81,7827786.0,229.0
2021-10-13 19:25:13.231323136,7743665.0,Rent,Apartment,11166.0,Business Bay,36.0,36.0,,5.0,"Elevator, Gym, Parking, Garden, Pool",West,New,1.27,2.78,3.94,Stable,0.19,10464223.0,34.0
2021-10-13 23:48:02.808280832,12033713.0,Rent,Villa,3207.0,Dubai Marina,35.0,20.0,,2.0,Elevator,North,Needs Renovation,,2.74,3.5,Stable,0.24,12041439.0,79.0
2021-10-14 04:10:52.385238528,6132094.0,Rent,Villa,1558.0,Downtown Dubai,3.0,29.0,9.0,2.0,Garden,North,Needs Renovation,2.22,3.52,3.56,Stable,0.63,,249.0
2021-10-14 08:33:41.962196224,6541830.0,,Townhouse,11283.0,Downtown Dubai,38.0,26.0,7.0,1.0,"Garden, Parking, Elevator, Pool",nan,Under Construction,3.79,3.18,3.92,Stable,7.39,,19.0
2021-10-14 12:56:31.539153920,14727909.0,Sale,Apartment,7925.0,Palm Jumeirah,15.0,28.0,8.0,3.0,"Gym, Garden, Pool, Parking, Elevator",West,New,2.14,4.23,3.95,Growth,3.22,,196.0
2021-10-14 17:19:21.116111616,9465265.0,Rent,Townhouse,7727.0,Downtown Dubai,9.0,35.0,,4.0,"Gym, Pool, Parking, Elevator",West,New,,3.1,3.61,Stable,8.51,6745614.0,312.0
2021-10-14 21:42:10.693069312,1080211.0,Sale,Townhouse,9562.0,Downtown Dubai,16.0,3.0,9.0,1.0,"Parking, Garden, Gym",South,Under Construction,1.86,2.15,3.65,,8.72,6985431.0,284.0
2021-10-15 02:05:00.270027008,11170583.0,Sale,Villa,10948.0,Jumeirah,28.0,47.0,,1.0,"Parking, Garden, Elevator, Gym, Pool",North,Under Construction,3.72,5.58,3.97,Recession,8.56,1016317.0,50.0
2021-10-15 06:27:49.846984704,9406990.0,,Land,6393.0,Dubai Marina,47.0,11.0,3.0,3.0,"Garden, Gym, Elevator",South,Needs Renovation,,,3.76,Growth,3.91,11461788.0,190.0
2021-10-15 10:50:39.423942400,7282799.0,Rent,Villa,4595.0,Dubai Marina,29.0,47.0,,3.0,"Garden, Gym",East,Under Construction,2.0,2.27,3.6,Recession,0.84,,182.0
2021-10-15 15:13:29.000900096,8583469.0,Sale,Townhouse,1784.0,Business Bay,10.0,16.0,1.0,,"Pool, Garden, Gym, Parking",North,Needs Renovation,,3.69,3.61,Growth,,,233.0
2021-10-15 19:36:18.577857792,7282541.0,Sale,Villa,7272.0,Palm Jumeirah,1.0,37.0,1.0,3.0,"Parking, Elevator",East,Under Construction,1.56,4.27,3.72,Growth,3.57,14154843.0,94.0
2021-10-15 23:59:08.154815488,7059478.0,Rent,Villa,4837.0,Dubai Marina,47.0,24.0,2.0,5.0,"Garden, Gym, Elevator",South,Needs Renovation,2.63,5.46,3.73,Stable,,1431899.0,314.0
2021-10-16 04:21:57.731773184,6279948.0,,Apartment,1022.0,Business Bay,45.0,0.0,,2.0,"Parking, Pool",West,New,3.52,5.9,3.98,Growth,3.98,10636145.0,282.0
2021-10-16 08:44:47.308730880,12541222.0,nan,Townhouse,1937.0,,22.0,45.0,,2.0,Garden,North,Needs Renovation,3.35,3.85,3.64,Stable,0.22,11350878.0,11.0
2021-10-16 13:07:36.885688576,9233671.0,Sale,Penthouse,12961.0,Palm Jumeirah,41.0,34.0,,3.0,Gym,North,Under Construction,3.25,4.94,3.79,Growth,6.16,,155.0
2021-10-16 17:30:26.462646272,13732227.0,nan,Land,11367.0,Business Bay,2.0,28.0,2.0,5.0,"Pool, Garden, Gym",West,New,4.52,4.49,3.95,Recession,1.79,5074610.0,31.0
2021-10-16 21:53:16.039603968,12809790.0,Rent,Villa,3150.0,Downtown Dubai,13.0,32.0,8.0,,"Parking, Elevator, Pool, Garden",East,Needs Renovation,2.44,4.48,3.54,Recession,6.55,12291932.0,203.0
2021-10-17 02:16:05.616561648,13555306.0,Rent,Penthouse,10802.0,Palm Jumeirah,0.0,6.0,9.0,,Pool,nan,Renovated,4.11,2.17,3.9,Stable,8.7,7333215.0,57.0
2021-10-17 06:38:55.193519344,9235662.0,Rent,Townhouse,6696.0,Palm Jumeirah,46.0,12.0,6.0,,"Parking, Garden, Elevator, Pool, Gym",West,Under Construction,3.87,2.62,3.98,Growth,3.82,3951852.0,222.0
2021-10-17 11:01:44.770477040,10883500.0,Rent,Apartment,12149.0,Downtown Dubai,22.0,30.0,9.0,,"Elevator, Parking, Garden, Gym",West,Needs Renovation,1.69,5.31,3.53,Stable,6.53,14075263.0,231.0
2021-10-17 15:24:34.347434736,2158938.0,Rent,Apartment,3242.0,Downtown Dubai,46.0,39.0,3.0,2.0,"Elevator, Parking, Garden",East,Needs Renovation,1.65,3.65,3.84,Recession,6.85,9837523.0,268.0
2021-10-17 19:47:23.924392432,12351071.0,Sale,Apartment,9114.0,Downtown Dubai,33.0,17.0,3.0,4.0,Garden,South,New,,4.01,3.9,Growth,7.62,7194719.0,188.0
2021-10-18 00:10:13.501350128,10009510.0,Sale,Land,2024.0,Business Bay,35.0,47.0,3.0,1.0,"Elevator, Garden, Parking",West,Under Construction,3.3,3.76,3.75,,8.78,,53.0
2021-10-18 04:33:03.078307824,14251228.0,Sale,Penthouse,1902.0,Dubai Marina,19.0,42.0,,5.0,Garden,South,Under Construction,4.8,3.12,3.68,Recession,3.5,6735475.0,204.0
2021-10-18 08:55:52.655265520,3093139.0,nan,Land,7972.0,Business Bay,39.0,47.0,3.0,2.0,"Pool, Elevator, Garden",West,Renovated,3.93,3.16,3.94,Growth,1.5,7099993.0,50.0
2021-10-18 13:18:42.232223216,5710283.0,Sale,Townhouse,2085.0,Jumeirah,28.0,18.0,9.0,1.0,"Elevator, Garden, Parking, Pool",East,Under Construction,2.42,3.66,3.97,Stable,,12278430.0,195.0
2021-10-18 17:41:31.809180912,13976965.0,Rent,Land,5268.0,Palm Jumeirah,44.0,9.0,3.0,4.0,Parking,East,New,3.46,2.13,3.96,Stable,3.14,2456266.0,99.0
2021-10-18 22:04:21.386138608,1214770.0,Sale,Apartment,3284.0,Downtown Dubai,,21.0,,3.0,"Gym, Pool, Elevator, Parking",North,Under Construction,2.85,5.54,3.92,Growth,6.34,4468628.0,180.0
2021-10-19 02:27:10.963096304,1941997.0,Sale,Villa,2079.0,Dubai Marina,47.0,37.0,4.0,1.0,Parking,East,New,2.73,3.06,3.68,Stable,7.5,12185795.0,255.0
2021-10-19 06:50:00.540054000,12991566.0,Rent,Penthouse,14685.0,Palm Jumeirah,22.0,0.0,4.0,4.0,"Parking, Elevator, Gym, Garden",North,Needs Renovation,1.92,5.72,3.79,Stable,7.6,7485149.0,183.0
2021-10-19 11:12:50.117011696,4296464.0,Sale,Townhouse,9378.0,Business Bay,18.0,33.0,2.0,2.0,"Garden, Gym, Parking",North,Renovated,1.87,5.74,3.82,Recession,1.68,,53.0
2021-10-19 15:35:39.693969392,11244569.0,Sale,Villa,6568.0,Palm Jumeirah,43.0,10.0,9.0,2.0,"Garden, Pool, Elevator, Gym, Parking",East,Needs Renovation,1.34,5.72,3.53,Stable,8.62,7739326.0,294.0
2021-10-19 19:58:29.270927088,723593.0,Sale,Land,11503.0,Dubai Marina,34.0,28.0,,2.0,"Garden, Elevator, Pool, Gym",East,Needs Renovation,,3.88,3.67,Growth,7.89,1348750.0,224.0
2021-10-20 00:21:18.847884784,2129483.0,Rent,Villa,8469.0,Jumeirah,32.0,14.0,1.0,3.0,"Elevator, Parking, Gym, Pool, Garden",nan,New,1.28,,3.91,Recession,8.83,14438979.0,86.0
2021-10-20 04:44:08.424842480,2527787.0,Sale,Apartment,2832.0,Business Bay,,16.0,6.0,,"Parking, Elevator, Pool",nan,Under Construction,1.0,2.45,3.78,Growth,7.29,10268988.0,47.0
2021-10-20 09:06:58.001800176,4036203.0,Sale,Penthouse,5003.0,Dubai Marina,16.0,15.0,7.0,5.0,"Garden, Parking, Pool, Elevator",North,New,1.92,2.79,3.99,Growth,9.24,5170628.0,226.0
2021-10-20 13:29:47.578757872,9074355.0,Rent,Penthouse,14739.0,Dubai Marina,17.0,49.0,8.0,4.0,"Elevator, Garden, Gym, Pool",North,Renovated,2.03,,3.57,Recession,6.13,13936719.0,146.0
2021-10-20 17:52:37.155715568,7371089.0,Rent,Penthouse,8941.0,Jumeirah,40.0,46.0,1.0,1.0,"Elevator, Pool, Gym, Parking",West,Under Construction,1.99,3.14,3.86,,,,81.0
2021-10-20 22:15:26.732673264,12593901.0,Rent,Apartment,11017.0,Business Bay,4.0,42.0,3.0,3.0,"Parking, Gym, Garden, Pool, Elevator",North,New,4.93,4.3,3.68,Stable,5.72,5630380.0,40.0
2021-10-21 02:38:16.309630960,10037756.0,,Apartment,3513.0,Dubai Marina,42.0,18.0,4.0,5.0,"Parking, Elevator, Garden",East,New,1.62,3.33,3.98,Recession,7.41,14586888.0,28.0
2021-10-21 07:01:05.886588656,11598223.0,Rent,Townhouse,2637.0,,35.0,47.0,6.0,3.0,"Elevator, Gym, Parking, Pool, Garden",South,Under Construction,4.05,3.0,3.93,Stable,8.04,14753278.0,196.0
2021-10-21 11:23:55.463546352,13956780.0,Rent,Townhouse,5451.0,Business Bay,40.0,14.0,1.0,4.0,"Parking, Pool, Gym, Garden, Elevator",nan,Under Construction,4.25,3.69,3.8,Stable,1.47,12115899.0,306.0
2021-10-21 15:46:45.040504048,6811828.0,Rent,Penthouse,2839.0,Palm Jumeirah,12.0,2.0,3.0,2.0,Garden,East,Needs Renovation,1.29,,3.57,Recession,8.39,,8.0
2021-10-21 20:09:34.617461744,2480985.0,Rent,Land,12192.0,Jumeirah,12.0,10.0,4.0,1.0,Elevator,South,Renovated,1.85,3.0,3.97,Stable,0.64,7386623.0,4.0
2021-10-22 00:32:24.194419440,1977292.0,Rent,Land,11268.0,Palm Jumeirah,,37.0,4.0,1.0,"Gym, Elevator, Parking, Pool",nan,New,1.25,5.48,3.68,Recession,3.54,,238.0
2021-10-22 04:55:13.771377136,14125141.0,Sale,Penthouse,2180.0,Business Bay,8.0,31.0,8.0,5.0,"Parking, Pool",South,Under Construction,2.41,2.54,3.7,Recession,9.46,,277.0
2021-10-22 09:18:03.348334832,10065111.0,,Townhouse,10810.0,Jumeirah,28.0,22.0,4.0,1.0,"Parking, Elevator, Pool, Gym, Garden",North,Renovated,1.34,5.35,3.69,Recession,1.85,,311.0
2021-10-22 13:40:52.925292528,6382979.0,,Apartment,9485.0,Jumeirah,33.0,19.0,4.0,1.0,Gym,West,New,1.66,4.75,3.59,Recession,5.8,,212.0
2021-10-22 18:03:42.502250224,6158235.0,nan,Villa,14461.0,Palm Jumeirah,17.0,24.0,9.0,,"Pool, Parking, Elevator",North,Renovated,,4.95,3.81,Growth,8.34,5055859.0,172.0
2021-10-22 22:26:32.079207920,11160508.0,Rent,Apartment,5956.0,Dubai Marina,5.0,48.0,2.0,1.0,"Parking, Gym, Garden, Elevator, Pool",West,Needs Renovation,3.65,3.85,3.51,Growth,8.56,,335.0
2021-10-23 02:49:21.656165616,4562423.0,Rent,Land,10654.0,Jumeirah,19.0,5.0,6.0,,Gym,North,Needs Renovation,1.73,3.08,3.9,Recession,9.21,5496405.0,268.0
2021-10-23 07:12:11.233123312,848185.0,,Townhouse,4967.0,Palm Jumeirah,42.0,8.0,8.0,3.0,"Elevator, Parking, Garden, Gym",North,New,1.69,3.64,3.98,Stable,4.94,3318438.0,211.0
2021-10-23 11:35:00.810081008,14719529.0,Sale,Villa,4566.0,Business Bay,16.0,12.0,6.0,4.0,"Pool, Garden",North,Needs Renovation,1.78,4.96,3.56,Growth,9.49,4735235.0,240.0
2021-10-23 15:57:50.387038704,5292502.0,Sale,Townhouse,12762.0,Downtown Dubai,27.0,37.0,2.0,5.0,"Pool, Parking, Gym, Garden",South,New,2.17,5.34,3.6,Stable,8.34,13684526.0,229.0
2021-10-23 20:20:39.963996400,7914423.0,nan,Apartment,2904.0,Jumeirah,,40.0,4.0,5.0,"Gym, Parking, Garden",South,Under Construction,4.98,5.12,3.71,Stable,8.65,4787207.0,95.0
2021-10-24 00:43:29.540954096,9662511.0,nan,Penthouse,3225.0,Downtown Dubai,37.0,43.0,6.0,5.0,Parking,South,Under Construction,4.16,4.25,3.8,Growth,2.16,12861700.0,232.0
2021-10-24 05:06:19.117911792,13218793.0,Rent,Land,1763.0,Palm Jumeirah,15.0,47.0,8.0,4.0,Pool,West,Renovated,,5.28,3.72,Recession,2.39,,266.0
2021-10-24 09:29:08.694869488,1765653.0,,Apartment,8877.0,,32.0,18.0,4.0,2.0,Gym,West,New,2.25,5.94,3.78,Recession,6.61,925356.0,196.0
2021-10-24 13:51:58.271827184,4042928.0,,Penthouse,2434.0,Downtown Dubai,22.0,6.0,8.0,3.0,"Gym, Elevator",East,New,1.93,2.83,3.65,Stable,5.97,2527424.0,38.0
2021-10-24 18:14:47.848784880,717239.0,Sale,Villa,3501.0,Dubai Marina,35.0,28.0,,4.0,"Garden, Parking",East,Under Construction,2.42,3.71,3.54,Growth,7.97,,143.0
2021-10-24 22:37:37.425742576,10547822.0,,Townhouse,10000.0,Palm Jumeirah,40.0,9.0,2.0,4.0,"Parking, Pool, Garden",West,New,3.49,5.56,3.91,Stable,,,196.0
2021-10-25 03:00:27.002700272,7942725.0,Sale,Villa,1943.0,Business Bay,5.0,22.0,1.0,,"Garden, Elevator, Pool",North,Needs Renovation,4.07,5.03,3.65,Growth,6.71,3894683.0,215.0
2021-10-25 07:23:16.579657968,4566023.0,Rent,Penthouse,12169.0,,27.0,5.0,8.0,4.0,"Parking, Garden, Elevator",nan,Needs Renovation,3.47,2.21,3.92,Recession,,5916601.0,43.0
2021-10-25 11:46:06.156615664,8022497.0,Rent,Apartment,3302.0,Downtown Dubai,11.0,48.0,,2.0,Pool,North,Needs Renovation,4.44,4.58,3.83,Growth,0.74,6005340.0,177.0
2021-10-25 16:08:55.733573360,2832754.0,Sale,Townhouse,2601.0,Downtown Dubai,38.0,13.0,8.0,5.0,"Elevator, Gym, Parking, Garden, Pool",West,Under Construction,2.97,3.66,3.57,Stable,6.64,,349.0
2021-10-25 20:31:45.310531056,9969797.0,Sale,Land,6149.0,Downtown Dubai,36.0,19.0,3.0,4.0,"Pool, Gym",North,Renovated,2.48,4.22,3.76,Growth,3.56,12843194.0,148.0
2021-10-26 00:54:34.887488752,9978100.0,Sale,Penthouse,9328.0,Palm Jumeirah,4.0,33.0,7.0,2.0,"Garden, Parking, Elevator, Gym",West,Under Construction,4.22,2.29,3.59,Recession,3.53,11176205.0,355.0
2021-10-26 05:17:24.464446448,9292295.0,Rent,Townhouse,3502.0,Jumeirah,38.0,25.0,,2.0,"Elevator, Garden, Gym",South,Needs Renovation,2.26,2.92,3.89,Recession,2.76,,70.0
2021-10-26 09:40:14.041404144,10648106.0,Rent,Apartment,5439.0,,9.0,43.0,4.0,2.0,"Parking, Elevator, Garden, Pool",South,Under Construction,2.37,5.91,3.54,Stable,2.56,3911406.0,2.0
2021-10-26 14:03:03.618361840,10438637.0,Sale,Penthouse,1087.0,Downtown Dubai,11.0,30.0,3.0,,Elevator,nan,Under Construction,3.99,2.61,3.77,,1.42,8967190.0,166.0
2021-10-26 18:25:53.195319536,14931206.0,Rent,Apartment,6739.0,Dubai Marina,,25.0,2.0,4.0,Garden,South,Needs Renovation,3.22,3.46,3.81,Growth,,,92.0
2021-10-26 22:48:42.772277232,7386254.0,Sale,Villa,7155.0,Business Bay,,18.0,,2.0,"Gym, Pool",South,Under Construction,2.86,3.55,3.71,Growth,0.69,,323.0
2021-10-27 03:11:32.349234928,8246445.0,Rent,Penthouse,517.0,Jumeirah,4.0,32.0,7.0,5.0,"Garden, Pool",nan,Needs Renovation,1.99,4.68,3.76,Growth,7.37,3157922.0,52.0
2021-10-27 07:34:21.926192624,11420796.0,Sale,Land,14084.0,,43.0,37.0,5.0,3.0,"Gym, Garden, Pool",West,New,2.82,5.8,3.63,Stable,5.58,580629.0,279.0
2021-10-27 11:57:11.503150320,828461.0,Rent,Land,8456.0,Jumeirah,28.0,27.0,9.0,5.0,"Parking, Gym, Garden",East,Under Construction,2.76,4.96,3.92,Growth,0.83,9038959.0,322.0
2021-10-27 16:20:01.080108016,9821203.0,Sale,Villa,2712.0,Dubai Marina,2.0,44.0,7.0,2.0,"Elevator, Garden, Parking",South,New,2.0,2.66,3.84,Stable,,1247165.0,333.0
2021-10-27 20:42:50.657065712,6717104.0,Rent,Villa,10066.0,Business Bay,11.0,24.0,1.0,,"Garden, Pool, Gym, Parking",nan,Under Construction,4.39,4.18,3.57,Growth,5.88,11236762.0,148.0
2021-10-28 01:05:40.234023408,13657928.0,Sale,Penthouse,14767.0,Business Bay,49.0,19.0,9.0,,"Parking, Gym, Garden, Pool",South,Under Construction,3.82,3.41,3.61,Stable,4.61,1291900.0,5.0
2021-10-28 05:28:29.810981104,8872603.0,nan,Land,3932.0,,5.0,17.0,1.0,4.0,"Garden, Parking, Pool, Gym",North,Needs Renovation,4.29,5.78,3.67,Recession,0.14,,339.0
2021-10-28 09:51:19.387938800,4026933.0,Rent,Apartment,5538.0,Palm Jumeirah,,6.0,8.0,1.0,"Gym, Parking, Garden, Elevator",West,New,2.97,5.76,3.82,Growth,0.99,,197.0
2021-10-28 14:14:08.964896496,11146261.0,Rent,Land,1727.0,Jumeirah,12.0,14.0,,5.0,"Parking, Gym, Garden",East,Under Construction,2.89,3.64,3.84,Growth,1.46,,288.0
2021-10-28 18:36:58.541854192,6302179.0,Rent,Apartment,9655.0,Dubai Marina,7.0,46.0,8.0,3.0,"Garden, Elevator",nan,Needs Renovation,2.91,2.14,3.58,Stable,0.6,10537387.0,55.0
2021-10-28 22:59:48.118811888,13143716.0,Rent,Apartment,4948.0,Palm Jumeirah,26.0,16.0,3.0,5.0,"Gym, Parking",South,Needs Renovation,3.55,2.41,3.61,Growth,,8924882.0,94.0
2021-10-29 03:22:37.695769584,11393272.0,nan,Villa,7356.0,Dubai Marina,48.0,29.0,,5.0,Parking,North,Needs Renovation,3.35,5.11,3.56,Stable,2.9,13546121.0,140.0
2021-10-29 07:45:27.272727280,14060444.0,Rent,Penthouse,2136.0,Jumeirah,38.0,37.0,3.0,2.0,"Garden, Gym, Elevator, Parking, Pool",North,Under Construction,4.69,4.65,3.98,Stable,9.79,8432729.0,291.0
2021-10-29 12:08:16.849684976,13438735.0,Sale,Penthouse,7101.0,Business Bay,33.0,19.0,3.0,,"Elevator, Garden, Pool",West,Under Construction,1.95,4.88,3.55,Recession,,14494890.0,260.0
2021-10-29 16:31:06.426642672,6048184.0,Rent,Villa,6830.0,Palm Jumeirah,26.0,28.0,6.0,1.0,"Elevator, Garden, Pool",South,Under Construction,3.38,2.0,3.62,Stable,,10037173.0,277.0
2021-10-29 20:53:56.003600352,12866445.0,Sale,Townhouse,4542.0,Business Bay,48.0,2.0,9.0,2.0,Pool,South,Under Construction,3.41,3.41,3.59,Growth,0.57,11818096.0,198.0
2021-10-30 01:16:45.580558048,3285542.0,,Land,6804.0,,3.0,36.0,4.0,3.0,Garden,East,Needs Renovation,4.0,3.51,3.71,Growth,6.18,13235478.0,236.0
2021-10-30 05:39:35.157515744,6817444.0,Sale,Apartment,1073.0,Downtown Dubai,38.0,42.0,7.0,4.0,"Pool, Gym, Garden",East,New,1.17,3.93,3.67,Growth,2.96,,72.0
2021-10-30 10:02:24.734473440,6596571.0,Sale,Penthouse,3003.0,Business Bay,22.0,40.0,2.0,1.0,"Pool, Parking, Garden",West,New,2.24,,3.84,Stable,8.7,,214.0
2021-10-30 14:25:14.311431136,8651087.0,Sale,Townhouse,9979.0,Palm Jumeirah,21.0,8.0,,1.0,Parking,North,Needs Renovation,,2.43,3.73,,1.88,1664035.0,0.0
2021-10-30 18:48:03.888388832,12403418.0,Sale,Villa,7390.0,Downtown Dubai,25.0,24.0,9.0,2.0,"Garden, Elevator",West,Needs Renovation,2.59,3.74,3.57,Growth,6.12,10777568.0,80.0
2021-10-30 23:10:53.465346528,12888347.0,nan,Villa,9027.0,Downtown Dubai,19.0,18.0,5.0,1.0,"Pool, Garden, Gym, Parking",South,Needs Renovation,2.07,3.71,3.79,Growth,2.6,12203594.0,285.0
2021-10-31 03:33:43.042304224,4926365.0,Sale,Townhouse,14789.0,Jumeirah,12.0,18.0,4.0,3.0,Parking,North,Needs Renovation,3.23,3.36,3.55,Stable,0.2,7111678.0,111.0
2021-10-31 07:56:32.619261920,14659835.0,,Penthouse,11928.0,Dubai Marina,5.0,17.0,5.0,4.0,Pool,West,Under Construction,2.4,3.92,3.99,Recession,1.76,7844889.0,281.0
2021-10-31 12:19:22.196219616,3519013.0,Sale,Apartment,4567.0,Jumeirah,4.0,22.0,7.0,2.0,Parking,North,Under Construction,2.0,2.54,3.69,Recession,6.12,13356885.0,237.0
